combination,R2,MSE
"['BattingAvg', 'Runs', 'Hits', 'RBI', 'Walks']",0.4323355159686602,864747.8872514106
"['BattingAvg', 'Runs', 'Hits', 'RBI', 'Strikeouts']",0.472248082248427,801343.350096921
"['BattingAvg', 'Runs', 'Hits', 'RBI', 'StolenBases']",0.4350315048668433,859006.8339806193
"['BattingAvg', 'Runs', 'Hits', 'Walks', 'Strikeouts']",0.4005603866029558,915916.2434000492
"['BattingAvg', 'Runs', 'Hits', 'Walks', 'StolenBases']",0.39610814463349675,924734.5383109467
"['BattingAvg', 'Runs', 'Hits', 'Strikeouts', 'StolenBases']",0.3999816022122705,917424.2875256998
"['BattingAvg', 'Runs', 'Doubles', 'Triples', 'HomeRuns']",0.42110246134385426,882543.6685179785
"['BattingAvg', 'Runs', 'Doubles', 'Triples', 'RBI']",0.42469050559067306,875723.7614949569
"['BattingAvg', 'Runs', 'Doubles', 'Triples', 'Walks']",0.39100946546256793,932980.4965724942
"['BattingAvg', 'Runs', 'Doubles', 'Triples', 'Strikeouts']",0.4042350537736528,910246.3856089104
"['BattingAvg', 'Runs', 'Doubles', 'Triples', 'StolenBases']",0.39458900029606425,927587.597490943
"['BattingAvg', 'Runs', 'Doubles', 'HomeRuns', 'RBI']",0.42031004910212283,880213.2070595246
"['BattingAvg', 'Runs', 'Doubles', 'HomeRuns', 'Walks']",0.41456878962892185,892885.4984919596
"['BattingAvg', 'Runs', 'Doubles', 'HomeRuns', 'Strikeouts']",0.4588270970231928,823376.9815882237
"['BattingAvg', 'Runs', 'Doubles', 'HomeRuns', 'StolenBases']",0.4143110860529172,892558.2736600714
"['BattingAvg', 'Runs', 'Doubles', 'RBI', 'Walks']",0.4228642681368166,877486.1464634218
"['BattingAvg', 'Runs', 'Doubles', 'RBI', 'Strikeouts']",0.4623929456082812,816362.4706290445
"['BattingAvg', 'Runs', 'Doubles', 'RBI', 'StolenBases']",0.4221196300103463,877383.5410450753
"['BattingAvg', 'Runs', 'Doubles', 'Walks', 'Strikeouts']",0.3918446066145832,927881.9984836802
"['BattingAvg', 'Runs', 'Doubles', 'Walks', 'StolenBases']",0.3853063964592415,940048.1960550484
"['BattingAvg', 'Runs', 'Doubles', 'Strikeouts', 'StolenBases']",0.38860496496951613,934452.812824331
"['BattingAvg', 'Runs', 'Triples', 'HomeRuns', 'RBI']",0.44015315962485657,850688.4798909392
"['BattingAvg', 'Runs', 'Triples', 'HomeRuns', 'Walks']",0.4281151996746214,878587.6441793917
"['BattingAvg', 'Runs', 'Triples', 'HomeRuns', 'Strikeouts']",0.4751655935683302,802555.7559770953
"['BattingAvg', 'Runs', 'Triples', 'HomeRuns', 'StolenBases']",0.4388867177348514,859392.358396094
"['BattingAvg', 'Runs', 'Triples', 'RBI', 'Walks']",0.4302806681002801,869333.668024271
"['BattingAvg', 'Runs', 'Triples', 'RBI', 'Strikeouts']",0.47461401079778043,797422.4046748154
"['BattingAvg', 'Runs', 'Triples', 'RBI', 'StolenBases']",0.44303497641558154,847179.1585286811
"['BattingAvg', 'Runs', 'Triples', 'Walks', 'Strikeouts']",0.4109126832448502,907924.2115579268
"['BattingAvg', 'Runs', 'Triples', 'Walks', 'StolenBases']",0.40806074018819344,912195.3078093792
"['BattingAvg', 'Runs', 'Triples', 'Strikeouts', 'StolenBases']",0.42302092887950327,887150.858486269
"['BattingAvg', 'Runs', 'HomeRuns', 'RBI', 'Walks']",0.4300454612112509,866766.905984835
"['BattingAvg', 'Runs', 'HomeRuns', 'RBI', 'Strikeouts']",0.48589505807607447,779771.5702744562
"['BattingAvg', 'Runs', 'HomeRuns', 'RBI', 'StolenBases']",0.4369630937246489,853468.6136237271
"['BattingAvg', 'Runs', 'HomeRuns', 'Walks', 'Strikeouts']",0.4744418273499919,806038.402482165
"['BattingAvg', 'Runs', 'HomeRuns', 'Walks', 'StolenBases']",0.4325289499591193,869489.6252488783
"['BattingAvg', 'Runs', 'HomeRuns', 'Strikeouts', 'StolenBases']",0.4760716506712903,800958.1593687627
"['BattingAvg', 'Runs', 'RBI', 'Walks', 'Strikeouts']",0.48035299926594216,789319.1147072051
"['BattingAvg', 'Runs', 'RBI', 'Walks', 'StolenBases']",0.4397832737331381,851286.0732953865
"['BattingAvg', 'Runs', 'RBI', 'Strikeouts', 'StolenBases']",0.48009917339955976,785997.2112752184
"['BattingAvg', 'Runs', 'Walks', 'Strikeouts', 'StolenBases']",0.41490557886927804,899592.4676990245
"['BattingAvg', 'Hits', 'Doubles', 'Triples', 'HomeRuns']",0.41790187007409757,879731.8220349072
"['BattingAvg', 'Hits', 'Doubles', 'Triples', 'RBI']",0.40440542939893637,898722.2501199621
"['BattingAvg', 'Hits', 'Doubles', 'Triples', 'Walks']",0.3806098644470629,941277.5230884835
"['BattingAvg', 'Hits', 'Doubles', 'Triples', 'Strikeouts']",0.3595587052999868,963565.0454917643
"['BattingAvg', 'Hits', 'Doubles', 'Triples', 'StolenBases']",0.3634051096312879,959864.8283524165
"['BattingAvg', 'Hits', 'Doubles', 'HomeRuns', 'RBI']",0.4016494919016422,902715.3391929457
"['BattingAvg', 'Hits', 'Doubles', 'HomeRuns', 'Walks']",0.4181092724129267,883879.6915296928
"['BattingAvg', 'Hits', 'Doubles', 'HomeRuns', 'Strikeouts']",0.45652009487868506,818332.8041767027
"['BattingAvg', 'Hits', 'Doubles', 'HomeRuns', 'StolenBases']",0.4211229268904063,874761.1272836032
"['BattingAvg', 'Hits', 'Doubles', 'RBI', 'Walks']",0.4150334629926338,886976.2660913058
"['BattingAvg', 'Hits', 'Doubles', 'RBI', 'Strikeouts']",0.43342652360268674,851781.2734184494
"['BattingAvg', 'Hits', 'Doubles', 'RBI', 'StolenBases']",0.4205470329723061,873184.4874960475
"['BattingAvg', 'Hits', 'Doubles', 'Walks', 'Strikeouts']",0.3826586661984825,935594.063350771
"['BattingAvg', 'Hits', 'Doubles', 'Walks', 'StolenBases']",0.3760665944947452,947383.9871396956
"['BattingAvg', 'Hits', 'Doubles', 'Strikeouts', 'StolenBases']",0.3508337829703473,974789.981965875
"['BattingAvg', 'Hits', 'Triples', 'HomeRuns', 'RBI']",0.4153749340073755,883469.5812208911
"['BattingAvg', 'Hits', 'Triples', 'HomeRuns', 'Walks']",0.43003039874458937,868793.5923220098
"['BattingAvg', 'Hits', 'Triples', 'HomeRuns', 'Strikeouts']",0.4692532314620229,799606.8104486163
"['BattingAvg', 'Hits', 'Triples', 'HomeRuns', 'StolenBases']",0.43509619731265914,857448.256677865
"['BattingAvg', 'Hits', 'Triples', 'RBI', 'Walks']",0.4212836110442943,880046.7804173736
"['BattingAvg', 'Hits', 'Triples', 'RBI', 'Strikeouts']",0.44025866058442864,841640.3716575475
"['BattingAvg', 'Hits', 'Triples', 'RBI', 'StolenBases']",0.4317243873535702,860089.5689501197
"['BattingAvg', 'Hits', 'Triples', 'Walks', 'Strikeouts']",0.39638185303377,918781.0729149638
"['BattingAvg', 'Hits', 'Triples', 'Walks', 'StolenBases']",0.3870330070031384,935413.6446939474
"['BattingAvg', 'Hits', 'Triples', 'Strikeouts', 'StolenBases']",0.3727378550471297,947421.5424081276
"['BattingAvg', 'Hits', 'HomeRuns', 'RBI', 'Walks']",0.4159659561070713,887561.7420740519
"['BattingAvg', 'Hits', 'HomeRuns', 'RBI', 'Strikeouts']",0.4605411574193708,812156.7235750332
"['BattingAvg', 'Hits', 'HomeRuns', 'RBI', 'StolenBases']",0.42596841332157903,867344.2666246302
"['BattingAvg', 'Hits', 'HomeRuns', 'Walks', 'Strikeouts']",0.48381078426834884,783900.4340810169
"['BattingAvg', 'Hits', 'HomeRuns', 'Walks', 'StolenBases']",0.43020362550839303,868559.8519018355
"['BattingAvg', 'Hits', 'HomeRuns', 'Strikeouts', 'StolenBases']",0.4812674813124701,782396.8420019588
"['BattingAvg', 'Hits', 'RBI', 'Walks', 'Strikeouts']",0.4656837402329275,810039.5397203919
"['BattingAvg', 'Hits', 'RBI', 'Walks', 'StolenBases']",0.43336240846384044,860602.3067869721
"['BattingAvg', 'Hits', 'RBI', 'Strikeouts', 'StolenBases']",0.46635652604945593,801526.8549808841
"['BattingAvg', 'Hits', 'Walks', 'Strikeouts', 'StolenBases']",0.39299146815029146,923259.0323827555
"['BattingAvg', 'Doubles', 'Triples', 'HomeRuns', 'RBI']",0.40413918512783653,898119.1179116892
"['BattingAvg', 'Doubles', 'Triples', 'HomeRuns', 'Walks']",0.39881333466099916,914025.9835170995
"['BattingAvg', 'Doubles', 'Triples', 'HomeRuns', 'Strikeouts']",0.39779338199493275,903453.4403422326
"['BattingAvg', 'Doubles', 'Triples', 'HomeRuns', 'StolenBases']",0.3930236031192958,918193.2826218953
"['BattingAvg', 'Doubles', 'Triples', 'RBI', 'Walks']",0.41381058266318516,889702.6081386637
"['BattingAvg', 'Doubles', 'Triples', 'RBI', 'Strikeouts']",0.42238331123526507,867748.5136271125
"['BattingAvg', 'Doubles', 'Triples', 'RBI', 'StolenBases']",0.4184817094921677,879403.4351408046
"['BattingAvg', 'Doubles', 'Triples', 'Walks', 'Strikeouts']",0.3557921872305831,979392.064500908
"['BattingAvg', 'Doubles', 'Triples', 'Walks', 'StolenBases']",0.3511114894300114,988620.2474993921
"['BattingAvg', 'Doubles', 'Triples', 'Strikeouts', 'StolenBases']",0.29803221229152105,1056684.3184483903
"['BattingAvg', 'Doubles', 'HomeRuns', 'RBI', 'Walks']",0.4116300848476032,892839.9466466478
"['BattingAvg', 'Doubles', 'HomeRuns', 'RBI', 'Strikeouts']",0.42687755021102003,862393.5983721124
"['BattingAvg', 'Doubles', 'HomeRuns', 'RBI', 'StolenBases']",0.4158739868773972,882284.9365425396
"['BattingAvg', 'Doubles', 'HomeRuns', 'Walks', 'Strikeouts']",0.433280674916879,861860.1817054519
"['BattingAvg', 'Doubles', 'HomeRuns', 'Walks', 'StolenBases']",0.4033295257716779,909061.5156202872
"['BattingAvg', 'Doubles', 'HomeRuns', 'Strikeouts', 'StolenBases']",0.4250887969676008,866432.7624935977
"['BattingAvg', 'Doubles', 'RBI', 'Walks', 'Strikeouts']",0.4495147604676032,835244.540924159
"['BattingAvg', 'Doubles', 'RBI', 'Walks', 'StolenBases']",0.4221907140985863,877048.2385035085
"['BattingAvg', 'Doubles', 'RBI', 'Strikeouts', 'StolenBases']",0.45188478390353526,823340.4810546074
"['BattingAvg', 'Doubles', 'Walks', 'Strikeouts', 'StolenBases']",0.3594031034258246,973622.6810246606
"['BattingAvg', 'Triples', 'HomeRuns', 'RBI', 'Walks']",0.42439897427992845,872292.2098067142
"['BattingAvg', 'Triples', 'HomeRuns', 'RBI', 'Strikeouts']",0.43805932859300506,844155.0384796899
"['BattingAvg', 'Triples', 'HomeRuns', 'RBI', 'StolenBases']",0.42320064302558275,872802.6793387051
"['BattingAvg', 'Triples', 'HomeRuns', 'Walks', 'Strikeouts']",0.4332244154342891,865506.7216860105
"['BattingAvg', 'Triples', 'HomeRuns', 'Walks', 'StolenBases']",0.3963295880106057,925550.432379001
"['BattingAvg', 'Triples', 'HomeRuns', 'Strikeouts', 'StolenBases']",0.38821140541579513,928309.935385995
"['BattingAvg', 'Triples', 'RBI', 'Walks', 'Strikeouts']",0.46062232341182596,817650.3673631547
"['BattingAvg', 'Triples', 'RBI', 'Walks', 'StolenBases']",0.4279124670620694,870637.4761943329
"['BattingAvg', 'Triples', 'RBI', 'Strikeouts', 'StolenBases']",0.45327390404759066,824179.8344058769
"['BattingAvg', 'Triples', 'Walks', 'Strikeouts', 'StolenBases']",0.31348614807903624,1058307.580143595
"['BattingAvg', 'HomeRuns', 'RBI', 'Walks', 'Strikeouts']",0.4674095494682738,809258.9899015703
"['BattingAvg', 'HomeRuns', 'RBI', 'Walks', 'StolenBases']",0.426241543499445,871515.3440051122
"['BattingAvg', 'HomeRuns', 'RBI', 'Strikeouts', 'StolenBases']",0.46557219003474903,805997.9066977289
"['BattingAvg', 'HomeRuns', 'Walks', 'Strikeouts', 'StolenBases']",0.4369832842971972,865082.3951587481
"['BattingAvg', 'RBI', 'Walks', 'Strikeouts', 'StolenBases']",0.47658501192547265,793533.3121362372
"['OnBasePct', 'Runs', 'Hits', 'Doubles', 'Triples']",0.39915256946727273,917502.0059334403
"['OnBasePct', 'Runs', 'Hits', 'Doubles', 'HomeRuns']",0.42101636920107594,879258.4651406804
"['OnBasePct', 'Runs', 'Hits', 'Doubles', 'RBI']",0.4217127658103287,878465.7968872825
"['OnBasePct', 'Runs', 'Hits', 'Doubles', 'Walks']",0.3827442585451301,940967.4951278747
"['OnBasePct', 'Runs', 'Hits', 'Doubles', 'Strikeouts']",0.37805600588393057,946649.7472865658
"['OnBasePct', 'Runs', 'Hits', 'Doubles', 'StolenBases']",0.3791754957120467,948200.7989091292
"['OnBasePct', 'Runs', 'Hits', 'Triples', 'HomeRuns']",0.4360106249118976,860291.1268952157
"['OnBasePct', 'Runs', 'Hits', 'Triples', 'RBI']",0.4309746434024742,867854.5608728764
"['OnBasePct', 'Runs', 'Hits', 'Triples', 'Walks']",0.4032153887081115,914979.1104578332
"['OnBasePct', 'Runs', 'Hits', 'Triples', 'Strikeouts']",0.4115730237591504,899241.4450958555
"['OnBasePct', 'Runs', 'Hits', 'Triples', 'StolenBases']",0.40402240882211693,913625.7394587749
"['OnBasePct', 'Runs', 'Hits', 'HomeRuns', 'RBI']",0.42012144270113716,882557.8307971812
"['OnBasePct', 'Runs', 'Hits', 'HomeRuns', 'Walks']",0.4300987299325708,869281.7830512372
"['OnBasePct', 'Runs', 'Hits', 'HomeRuns', 'Strikeouts']",0.47295515583043707,799729.3555644542
"['OnBasePct', 'Runs', 'Hits', 'HomeRuns', 'StolenBases']",0.42938920028545213,869380.8147029653
"['OnBasePct', 'Runs', 'Hits', 'RBI', 'Walks']",0.4321844128704348,864834.751633532
"['OnBasePct', 'Runs', 'Hits', 'RBI', 'Strikeouts']",0.4670581400094921,809656.7571942809
"['OnBasePct', 'Runs', 'Hits', 'RBI', 'StolenBases']",0.43371960732580506,861196.6290678915
"['OnBasePct', 'Runs', 'Hits', 'Walks', 'Strikeouts']",0.40105801799756324,915201.2243592341
"['OnBasePct', 'Runs', 'Hits', 'Walks', 'StolenBases']",0.39630387788675653,924314.8640164913
"['OnBasePct', 'Runs', 'Hits', 'Strikeouts', 'StolenBases']",0.3959196048913727,923968.7854143723
"['OnBasePct', 'Runs', 'Doubles', 'Triples', 'HomeRuns']",0.4208633210011115,883638.814832651
"['OnBasePct', 'Runs', 'Doubles', 'Triples', 'RBI']",0.42494851867504063,876114.9163119992
"['OnBasePct', 'Runs', 'Doubles', 'Triples', 'Walks']",0.39206612843248434,931274.0303635818
"['OnBasePct', 'Runs', 'Doubles', 'Triples', 'Strikeouts']",0.4042987626698505,910259.1496184205
"['OnBasePct', 'Runs', 'Doubles', 'Triples', 'StolenBases']",0.3947018344790467,927810.9836102349
"['OnBasePct', 'Runs', 'Doubles', 'HomeRuns', 'RBI']",0.4217296459725751,878687.4685409602
"['OnBasePct', 'Runs', 'Doubles', 'HomeRuns', 'Walks']",0.4149916084002994,892352.9125356395
"['OnBasePct', 'Runs', 'Doubles', 'HomeRuns', 'Strikeouts']",0.45770026720523055,825221.9869505217
"['OnBasePct', 'Runs', 'Doubles', 'HomeRuns', 'StolenBases']",0.415261674955466,891550.3599906316
"['OnBasePct', 'Runs', 'Doubles', 'RBI', 'Walks']",0.4233378921559366,876819.6190323888
"['OnBasePct', 'Runs', 'Doubles', 'RBI', 'Strikeouts']",0.4595255494376532,821002.6325982157
"['OnBasePct', 'Runs', 'Doubles', 'RBI', 'StolenBases']",0.4232564836038771,876091.7864419796
"['OnBasePct', 'Runs', 'Doubles', 'Walks', 'Strikeouts']",0.393584130976929,924895.1497220739
"['OnBasePct', 'Runs', 'Doubles', 'Walks', 'StolenBases']",0.3859648547503389,938925.1472288948
"['OnBasePct', 'Runs', 'Doubles', 'Strikeouts', 'StolenBases']",0.3876150391522322,935935.0667178236
"['OnBasePct', 'Runs', 'Triples', 'HomeRuns', 'RBI']",0.4396177540323848,851963.56871861
"['OnBasePct', 'Runs', 'Triples', 'HomeRuns', 'Walks']",0.42805189785017284,878893.6952050211
"['OnBasePct', 'Runs', 'Triples', 'HomeRuns', 'Strikeouts']",0.47349465073760244,804471.6704624338
"['OnBasePct', 'Runs', 'Triples', 'HomeRuns', 'StolenBases']",0.43753746229812884,861886.0079390053
"['OnBasePct', 'Runs', 'Triples', 'RBI', 'Walks']",0.4302060730085362,869382.5998620365
"['OnBasePct', 'Runs', 'Triples', 'RBI', 'Strikeouts']",0.47074732605144287,802788.476643678
"['OnBasePct', 'Runs', 'Triples', 'RBI', 'StolenBases']",0.4425097579735769,848187.4593095919
"['OnBasePct', 'Runs', 'Triples', 'Walks', 'Strikeouts']",0.41329818029223786,903631.6713340997
"['OnBasePct', 'Runs', 'Triples', 'Walks', 'StolenBases']",0.40870637922403147,910998.518659536
"['OnBasePct', 'Runs', 'Triples', 'Strikeouts', 'StolenBases']",0.4232775103782835,885799.3378856629
"['OnBasePct', 'Runs', 'HomeRuns', 'RBI', 'Walks']",0.43037177791544085,866405.0993430617
"['OnBasePct', 'Runs', 'HomeRuns', 'RBI', 'Strikeouts']",0.48147983239662145,785852.0104532241
"['OnBasePct', 'Runs', 'HomeRuns', 'RBI', 'StolenBases']",0.4377307830964311,852503.4786973791
"['OnBasePct', 'Runs', 'HomeRuns', 'Walks', 'Strikeouts']",0.4774603602699422,800868.0387197982
"['OnBasePct', 'Runs', 'HomeRuns', 'Walks', 'StolenBases']",0.4319951341852585,870514.8495192068
"['OnBasePct', 'Runs', 'HomeRuns', 'Strikeouts', 'StolenBases']",0.4744545275942468,802409.1129548417
"['OnBasePct', 'Runs', 'RBI', 'Walks', 'Strikeouts']",0.4792012851224937,790827.8704387652
"['OnBasePct', 'Runs', 'RBI', 'Walks', 'StolenBases']",0.4394360866634267,851744.2427025974
"['OnBasePct', 'Runs', 'RBI', 'Strikeouts', 'StolenBases']",0.4745307241497638,793449.1598853474
"['OnBasePct', 'Runs', 'Walks', 'Strikeouts', 'StolenBases']",0.4169206580858772,895790.5955111481
"['OnBasePct', 'Hits', 'Doubles', 'Triples', 'HomeRuns']",0.41758824490490126,880761.8980894439
"['OnBasePct', 'Hits', 'Doubles', 'Triples', 'RBI']",0.40394160087052355,900068.6324723152
"['OnBasePct', 'Hits', 'Doubles', 'Triples', 'Walks']",0.38036956023909774,941565.2894625524
"['OnBasePct', 'Hits', 'Doubles', 'Triples', 'Strikeouts']",0.3596548530153159,964583.0292360553
"['OnBasePct', 'Hits', 'Doubles', 'Triples', 'StolenBases']",0.3625388152939514,961512.1464235755
"['OnBasePct', 'Hits', 'Doubles', 'HomeRuns', 'RBI']",0.4018424135878515,903228.253043962
"['OnBasePct', 'Hits', 'Doubles', 'HomeRuns', 'Walks']",0.4175521201394702,884607.3645841691
"['OnBasePct', 'Hits', 'Doubles', 'HomeRuns', 'Strikeouts']",0.44970856457768293,828998.2901658674
"['OnBasePct', 'Hits', 'Doubles', 'HomeRuns', 'StolenBases']",0.4208327458159612,875857.561209136
"['OnBasePct', 'Hits', 'Doubles', 'RBI', 'Walks']",0.41479644056706305,887178.4617381456
"['OnBasePct', 'Hits', 'Doubles', 'RBI', 'Strikeouts']",0.4290333272647498,859085.717094658
"['OnBasePct', 'Hits', 'Doubles', 'RBI', 'StolenBases']",0.4198484435357554,874970.9049470607
"['OnBasePct', 'Hits', 'Doubles', 'Walks', 'Strikeouts']",0.3828057568831074,935466.4275129263
"['OnBasePct', 'Hits', 'Doubles', 'Walks', 'StolenBases']",0.37600944686314763,947439.9326750137
"['OnBasePct', 'Hits', 'Doubles', 'Strikeouts', 'StolenBases']",0.3512424045632197,975598.9875420707
"['OnBasePct', 'Hits', 'Triples', 'HomeRuns', 'RBI']",0.4140836724735662,886189.6360704601
"['OnBasePct', 'Hits', 'Triples', 'HomeRuns', 'Walks']",0.42967991835003894,869176.579026448
"['OnBasePct', 'Hits', 'Triples', 'HomeRuns', 'Strikeouts']",0.46079373709019633,812792.5201769146
"['OnBasePct', 'Hits', 'Triples', 'HomeRuns', 'StolenBases']",0.4334437158661538,860557.1347796544
"['OnBasePct', 'Hits', 'Triples', 'RBI', 'Walks']",0.4211458943097971,880067.9680727735
"['OnBasePct', 'Hits', 'Triples', 'RBI', 'Strikeouts']",0.4341279028942152,851639.4607949242
"['OnBasePct', 'Hits', 'Triples', 'RBI', 'StolenBases']",0.4299603349644494,863450.0231801777
"['OnBasePct', 'Hits', 'Triples', 'Walks', 'Strikeouts']",0.3959663620130656,919513.4544207109
"['OnBasePct', 'Hits', 'Triples', 'Walks', 'StolenBases']",0.3868738475577315,935576.3315372858
"['OnBasePct', 'Hits', 'Triples', 'Strikeouts', 'StolenBases']",0.37114437520187915,950788.3087681632
"['OnBasePct', 'Hits', 'HomeRuns', 'RBI', 'Walks']",0.4159201324362363,887532.2187308489
"['OnBasePct', 'Hits', 'HomeRuns', 'RBI', 'Strikeouts']",0.45187153330657787,825762.4851875457
"['OnBasePct', 'Hits', 'HomeRuns', 'RBI', 'StolenBases']",0.424766760294956,869959.08982213
"['OnBasePct', 'Hits', 'HomeRuns', 'Walks', 'Strikeouts']",0.4832106926337339,785272.8665417123
"['OnBasePct', 'Hits', 'HomeRuns', 'Walks', 'StolenBases']",0.42975626935755307,869142.9942837246
"['OnBasePct', 'Hits', 'HomeRuns', 'Strikeouts', 'StolenBases']",0.4724260256897944,796157.8290087993
"['OnBasePct', 'Hits', 'RBI', 'Walks', 'Strikeouts']",0.4649767737492727,811559.0656048439
"['OnBasePct', 'Hits', 'RBI', 'Walks', 'StolenBases']",0.43308829081191397,860877.3223591739
"['OnBasePct', 'Hits', 'RBI', 'Strikeouts', 'StolenBases']",0.4599003644612546,811869.2396985756
"['OnBasePct', 'Hits', 'Walks', 'Strikeouts', 'StolenBases']",0.39285771740762093,923550.0787640605
"['OnBasePct', 'Doubles', 'Triples', 'HomeRuns', 'RBI']",0.40757267282417065,894327.9930153383
"['OnBasePct', 'Doubles', 'Triples', 'HomeRuns', 'Walks']",0.4000002367217947,912371.423962842
"['OnBasePct', 'Doubles', 'Triples', 'HomeRuns', 'Strikeouts']",0.4012796867902246,900168.9771725461
"['OnBasePct', 'Doubles', 'Triples', 'HomeRuns', 'StolenBases']",0.39460626813339855,917397.9368279295
"['OnBasePct', 'Doubles', 'Triples', 'RBI', 'Walks']",0.41611592491380944,886386.3904302353
"['OnBasePct', 'Doubles', 'Triples', 'RBI', 'Strikeouts']",0.4236339642260611,867526.022217847
"['OnBasePct', 'Doubles', 'Triples', 'RBI', 'StolenBases']",0.4195592434994341,878938.8218066565
"['OnBasePct', 'Doubles', 'Triples', 'Walks', 'Strikeouts']",0.3594599940444212,973402.0222975556
"['OnBasePct', 'Doubles', 'Triples', 'Walks', 'StolenBases']",0.3534113882262544,985078.813457155
"['OnBasePct', 'Doubles', 'Triples', 'Strikeouts', 'StolenBases']",0.3087764974623436,1043178.6332124674
"['OnBasePct', 'Doubles', 'HomeRuns', 'RBI', 'Walks']",0.41480168983883486,888336.822897854
"['OnBasePct', 'Doubles', 'HomeRuns', 'RBI', 'Strikeouts']",0.4290255419084927,860528.9628480875
"['OnBasePct', 'Doubles', 'HomeRuns', 'RBI', 'StolenBases']",0.41800207680964974,880274.1713785023
"['OnBasePct', 'Doubles', 'HomeRuns', 'Walks', 'Strikeouts']",0.4392516872334965,852674.5015560221
"['OnBasePct', 'Doubles', 'HomeRuns', 'Walks', 'StolenBases']",0.4044000433875567,907675.4517046636
"['OnBasePct', 'Doubles', 'HomeRuns', 'Strikeouts', 'StolenBases']",0.42582607625246655,866686.2669058222
"['OnBasePct', 'Doubles', 'RBI', 'Walks', 'Strikeouts']",0.4534734141270077,829799.5060860871
"['OnBasePct', 'Doubles', 'RBI', 'Walks', 'StolenBases']",0.42386518890766994,874653.7735492187
"['OnBasePct', 'Doubles', 'RBI', 'Strikeouts', 'StolenBases']",0.449348294136349,828385.12851486
"['OnBasePct', 'Doubles', 'Walks', 'Strikeouts', 'StolenBases']",0.36254404620335867,968485.8120142957
"['OnBasePct', 'Triples', 'HomeRuns', 'RBI', 'Walks']",0.4266295407985311,868944.2874223229
"['OnBasePct', 'Triples', 'HomeRuns', 'RBI', 'Strikeouts']",0.4408616011100177,840573.1231565649
"['OnBasePct', 'Triples', 'HomeRuns', 'RBI', 'StolenBases']",0.4255922072589378,869929.3896139509
"['OnBasePct', 'Triples', 'HomeRuns', 'Walks', 'Strikeouts']",0.43639893227453647,859652.7864291852
"['OnBasePct', 'Triples', 'HomeRuns', 'Walks', 'StolenBases']",0.38894589302851984,937090.4705474598
"['OnBasePct', 'Triples', 'HomeRuns', 'Strikeouts', 'StolenBases']",0.38851171308105775,929201.9506091198
"['OnBasePct', 'Triples', 'RBI', 'Walks', 'Strikeouts']",0.4650798943221314,810765.8713107024
"['OnBasePct', 'Triples', 'RBI', 'Walks', 'StolenBases']",0.4280625497133296,870485.1041837042
"['OnBasePct', 'Triples', 'RBI', 'Strikeouts', 'StolenBases']",0.4521317214204208,826262.00548017
"['OnBasePct', 'Triples', 'Walks', 'Strikeouts', 'StolenBases']",0.3036114357924317,1074101.7577585145
"['OnBasePct', 'HomeRuns', 'RBI', 'Walks', 'Strikeouts']",0.4729193770851312,800887.3123944344
"['OnBasePct', 'HomeRuns', 'RBI', 'Walks', 'StolenBases']",0.4274897095631204,869766.3616493063
"['OnBasePct', 'HomeRuns', 'RBI', 'Strikeouts', 'StolenBases']",0.4640003174504746,808675.4578261476
"['OnBasePct', 'HomeRuns', 'Walks', 'Strikeouts', 'StolenBases']",0.43695400134531603,865160.3480007922
"['OnBasePct', 'RBI', 'Walks', 'Strikeouts', 'StolenBases']",0.4777613686057437,791757.7693756638
"['Runs', 'Hits', 'Doubles', 'Triples', 'HomeRuns']",0.4262658936241556,873554.3131634502
"['Runs', 'Hits', 'Doubles', 'Triples', 'RBI']",0.42025540535424516,882961.4007267508
"['Runs', 'Hits', 'Doubles', 'Triples', 'Walks']",0.39269390771440643,929332.0422852971
"['Runs', 'Hits', 'Doubles', 'Triples', 'Strikeouts']",0.4032882194721781,910495.1672518665
"['Runs', 'Hits', 'Doubles', 'Triples', 'StolenBases']",0.3939247420072427,928037.8709389294
"['Runs', 'Hits', 'Doubles', 'HomeRuns', 'RBI']",0.40874978107423077,899103.3704528997
"['Runs', 'Hits', 'Doubles', 'HomeRuns', 'Walks']",0.4181823116406898,885931.9231789522
"['Runs', 'Hits', 'Doubles', 'HomeRuns', 'Strikeouts']",0.46257090176939925,815243.9218770552
"['Runs', 'Hits', 'Doubles', 'HomeRuns', 'StolenBases']",0.416102709264067,888673.4482095946
"['Runs', 'Hits', 'Doubles', 'RBI', 'Walks']",0.42072461616452106,881430.0696209536
"['Runs', 'Hits', 'Doubles', 'RBI', 'Strikeouts']",0.4547313272192439,829123.927740183
"['Runs', 'Hits', 'Doubles', 'RBI', 'StolenBases']",0.4187285943440471,883410.706308382
"['Runs', 'Hits', 'Doubles', 'Walks', 'Strikeouts']",0.38835406622732516,932458.657645269
"['Runs', 'Hits', 'Doubles', 'Walks', 'StolenBases']",0.38300654103465337,943139.2316684015
"['Runs', 'Hits', 'Doubles', 'Strikeouts', 'StolenBases']",0.38266762083680406,943192.6549679888
"['Runs', 'Hits', 'Triples', 'HomeRuns', 'RBI']",0.42525993284607944,876702.8375585887
"['Runs', 'Hits', 'Triples', 'HomeRuns', 'Walks']",0.4272923207099222,876575.927412064
"['Runs', 'Hits', 'Triples', 'HomeRuns', 'Strikeouts']",0.47198989520679985,802697.6421090707
